CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2019-00030096,99 HILLSIDE AVE,04/03/2019 04:31:10 PM,4,2019,Suspicious Person,Not Used,No violations,0,MGammino
2019-00030092,25 DORRANCE ST,04/03/2019 04:24:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,TRichards
2019-00030085,81 WASHINGTON AVE,04/03/2019 04:05:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00030082,590 CHALKSTONE AVE,04/03/2019 03:57:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JSalmeron
2019-00030067,18 LINWOOD AVE,04/03/2019 03:21:00 PM,4,2019,Forgery,11-49.1-3,IDENTITY FRAUD - COUNTERFEIT/FORG,1,ASchneider
2019-00030052,99 KENNEDY PLZ,04/03/2019 02:48:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TRichards
2019-00030068,64 ORANGE ST,04/03/2019 02:42:00 PM,4,2019,"Assault, Threats",11-35-18,BOMB THREATS AND SIMILAR FALSE REPORTS,1,SKennedy
2019-00030054,288 THAYER ST,04/03/2019 02:26:14 PM,4,2019,RI Statute Violation,36-M,DAMAGED VEHICLE,1,DWaters
2019-00030046,188 PRINCETON AVE,04/03/2019 02:06:00 PM,4,2019,Threats,Not Used,No violations,0,JAndrade
2019-00030042,217 LYNCH ST,04/03/2019 01:51:00 PM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KShea
2019-00030042,217 LYNCH ST,04/03/2019 01:51:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KShea
2019-00030038,BROWN ST & CREIGHTON ST,04/03/2019 01:47:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2019-00030039,166 WALLACE ST,04/03/2019 01:43:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ITavarez
2019-00030028,55 HARTFORD AVE,04/03/2019 01:01:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JAndrade
2019-00030013,180 WESTMINSTER ST,04/03/2019 11:52:00 AM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00030010,38 PLEASANT VALLEY PKWY,04/03/2019 11:37:13 AM,4,2019,"Assault, Aggravated",11-5-10.1,ASSLT ON PERSONS OVER 60-SERIOUS BODILY INJURY,1,AElie
2019-00030006,62 WEALTH AVE,04/03/2019 11:25:00 AM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2019-00030008,135 PRAIRIE AVE,04/03/2019 11:24:42 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MChasse
2019-00030007,1 W  EXCHANGE ST,04/03/2019 11:23:45 AM,4,2019,Article Found,Not Used,No violations,0,TRose
2019-00030003,SOMERSET ST & HAYWARD ST,04/03/2019 11:18:00 AM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KDemarco
2019-00030000,812 BRANCH AVE,04/03/2019 11:06:00 AM,4,2019,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,AChin
2019-00029997,420 BROAD ST,04/03/2019 11:02:00 AM,4,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,EFernandez
2019-00029995,49 POCASSET AVE,04/03/2019 10:39:00 AM,4,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JAndrade
2019-00029992,79 VALLEY ST,04/03/2019 10:36:20 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,LAndreozzi
2019-00029980,669 RIVER AVE,04/03/2019 09:52:00 AM,4,2019,Missing Persons,Not Used,No violations,0,GScarcello
2019-00029973,151 LENOX AVE,04/03/2019 09:07:00 AM,4,2019,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2019-00029972,54 VINEYARD ST,04/03/2019 08:54:23 AM,4,2019,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,LFernandez
2019-00029970,55 HEALTH AVE,04/03/2019 08:46:39 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AElie
2019-00029967,196 ATLANTIC AVE,04/03/2019 08:37:00 AM,4,2019,Threats,Not Used,No violations,0,MChasse
2019-00029965,52 HARVARD AVE,04/03/2019 08:25:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EFernandez
2019-00029964,5 CATHEDRAL SQ,04/03/2019 08:19:00 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2019-00029962,593 EDDY ST,04/03/2019 08:02:00 AM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JAnnis
2019-00029956,9 LILY ST,04/03/2019 07:27:28 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,LFernandez
2019-00029954,43 GOVERNOR ST,04/03/2019 07:18:43 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,BCorcoran
2019-00029931,1 PROVIDENCE PL,04/03/2019 12:56:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2019-00029921,593 EDDY ST,04/02/2019 10:16:00 PM,4,2019,"Assault, Simple",11-5-5,ASSAULT OF POLICE OFFICERS AND OTHER OFFICIALS - MINOR INJURY,1,KPoplaski
2019-00029917,1950 WESTMINSTER ST,04/02/2019 10:01:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00029901,24 TAPPAN ST,04/02/2019 09:14:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029896,76 OPPER ST,04/02/2019 08:59:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,NManfredi
2019-00029890,128 CONGRESS AVE,04/02/2019 08:51:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00029884,425 WASHINGTON ST,04/02/2019 08:27:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00029875,HAYWARD ST & SOMERSET ST,04/02/2019 07:29:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,ASchneider
2019-00029866,24 TAPPAN ST,04/02/2019 06:56:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029862,627 CRANSTON ST,04/02/2019 06:42:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029859,81 WASHINGTON AVE,04/02/2019 06:38:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029857,PAGE ST & FRIENDSHIP ST,04/02/2019 06:35:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2019-00029854,847 ATWELLS AVE,04/02/2019 06:28:00 PM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MSepe
2019-00029854,847 ATWELLS AVE,04/02/2019 06:28:00 PM,4,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,MSepe
2019-00029856,BROAD ST & ADELAIDE AVE,04/02/2019 06:25:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,ALevesque
2019-00029853,97 PAYTON ST,04/02/2019 06:21:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JButen
2019-00029849,960 BROAD ST,04/02/2019 06:15:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DHernandez
2019-00029852,910 BROAD ST,04/02/2019 06:03:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,GBustamante
2019-00029842,280 BROAD ST,04/02/2019 05:47:00 PM,4,2019,Medical Aid,Not Used,No violations,0,ASchneider
2019-00029841,15 MESSINA ST,04/02/2019 05:46:49 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,DHull
2019-00029841,15 MESSINA ST,04/02/2019 05:46:49 PM,4,2019,Vandalism,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAG,1,DHull
2019-00029841,15 MESSINA ST,04/02/2019 05:46:49 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DHull
2019-00029840,461 PINE ST,04/02/2019 05:43:00 PM,4,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,GBustamante
2019-00029833,N MAIN / LIVINGSTONE ST ,04/02/2019 05:24:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DCastigliego
2019-00029824,50 SPRINGFIELD ST,04/02/2019 05:02:00 PM,4,2019,Juvenile Matter,Not Used,No violations,0,Central Station
2019-00029804,528 DEXTER ST,04/02/2019 04:02:00 PM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,VLopez
2019-00029798,244 WASHINGTON AVE,04/02/2019 03:46:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029797,44 PETTEYS AVE,04/02/2019 03:45:00 PM,4,2019,Property Damage,Not Used,No violations,0,Central Station
2019-00029792,69 VERNDALE AVE,04/02/2019 03:36:00 PM,4,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2,SLafferty
2019-00029785,24 TAPPAN ST,04/02/2019 03:17:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029794,124 SUMTER ST,04/02/2019 03:16:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GBustamante
2019-00029786,1023 CHALKSTONE AVE,04/02/2019 03:09:16 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,HNorthup
2019-00029781,25 AUDREY ST,04/02/2019 03:03:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00029778,31 E  TRANSIT ST,04/02/2019 02:58:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JSherman
2019-00029775,81 WASHINGTON AVE,04/02/2019 02:57:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029777,255 COLLYER ST,04/02/2019 02:51:27 PM,4,2019,"Fraud, Swindle",11-17-3,PASSING OF COUNTERFEIT CERT//BILLS/NOTES,1,MGammino
2019-00029771,334 BROADWAY ,04/02/2019 02:43:00 PM,4,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,DSchiavulli
2019-00029771,334 BROADWAY ,04/02/2019 02:43:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DSchiavulli
2019-00029771,334 BROADWAY ,04/02/2019 02:43:00 PM,4,2019,"Assault, Simple",11-5-5,ASSAULT OF POLICE OFFICERS AND OTHER OFFICIALS - MINOR INJURY,2,DSchiavulli
2019-00029769,50 PRAIRIE AVE,04/02/2019 02:22:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00029762,70 CARRINGTON AVE,04/02/2019 02:04:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00029755,516 CRANSTON ST,04/02/2019 01:43:00 PM,4,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2019-00500500,4 ELTON ST,04/02/2019 01:37:24 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00029750,1 PROVIDENCE PL,04/02/2019 01:30:00 PM,4,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station
2019-00029749,27 DEXTERDALE RD,04/02/2019 01:28:00 PM,4,2019,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,AHampton
2019-00029747,112 DABOLL ST,04/02/2019 01:26:00 PM,4,2019,Human Trafficking,11-67-2,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1,KGarcia
2019-00029748,195 WENDELL ST,04/02/2019 01:23:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,ECraven
2019-00029739,361 RESERVOIR AVE,04/02/2019 01:02:00 PM,4,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,CBenoit
2019-00029737,153 WENDELL ST,04/02/2019 12:54:00 PM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00029729,26 JUNCTION ST ,04/02/2019 12:26:00 PM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DHernandez
2019-00029717,1 ANN MARY DR,04/02/2019 11:51:00 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2019-00029720,1025 EDDY ST,04/02/2019 11:49:14 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TRichards
2019-00500501,299 CARPENTER ST,04/02/2019 11:13:35 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00029707,425 BRANCH AVE,04/02/2019 11:03:00 AM,4,2019,Drug Offenses,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,1,AChin
2019-00500502,255 ALABAMA AVE,04/02/2019 10:35:34 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCute
2019-00029697,53 LABAN ST,04/02/2019 10:25:37 AM,4,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,LAndreozzi
2019-00029696,PUBLIC ST & BROAD ST,04/02/2019 10:24:00 AM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JLanier
2019-00500503,90 SPRUCE ST,04/02/2019 09:54:54 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00500504,PARK ROW & N MAIN ST,04/02/2019 09:39:29 AM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCute
2019-00029689,699 HARTFORD AVE,04/02/2019 09:33:07 AM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,JRodrigues
2019-00029675,55 DORRANCE ST,04/02/2019 08:39:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MGoddard
2019-00029672,129 OPHELIA ST,04/02/2019 08:36:00 AM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00029656,729 HARTFORD AVE,04/02/2019 07:24:17 AM,4,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,LSalinaro
2019-00029633,DEXTER ST & POTTERS AVE,04/02/2019 01:23:00 AM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,BMcParlin
2019-00029633,DEXTER ST & POTTERS AVE,04/02/2019 01:23:00 AM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,BMcParlin
2019-00029633,DEXTER ST & POTTERS AVE,04/02/2019 01:23:00 AM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,BMcParlin
2019-00029629,25 LEAH ST,04/02/2019 12:58:18 AM,4,2019,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,SRomano
2019-00029629,25 LEAH ST,04/02/2019 12:58:18 AM,4,2019,Burglary,11-8-3,ENTER DWELLING OR SHIP W/FELONIUS INTENT,1,SRomano
2019-00029625,ATWOOD ST & POLLY ST,04/02/2019 12:43:00 AM,4,2019,Request for Assistance,Not Used,No violations,0,MPlace
2019-00029624,771 ATWELLS AVE,04/02/2019 12:42:00 AM,4,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,RJoseph
2019-00029622,OXFORD ST & BROAD ST,04/02/2019 12:15:00 AM,4,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KEndres
2019-00029613,542 PLAINFIELD ST,04/01/2019 11:31:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JPerez
2019-00029615,FOUNTAIN ST & ADRIAN HALL WAY,04/01/2019 11:30:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSullivan
2019-00029612,30 ALMY ST,04/01/2019 11:19:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00029607,593 EDDY ST,04/01/2019 10:54:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KEndres
2019-00029602,939 DOUGLAS AVE,04/01/2019 10:21:00 PM,4,2019,Assistance Rendered,Not Used,No violations,0,DImpagliazzo
2019-00029597,N  MAIN ST & BOWEN ST,04/01/2019 09:52:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,MCastillo
2019-00029591,DOUGLAS AVE & CHALKSTONE AVE,04/01/2019 09:33:00 PM,4,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,JLopes
2019-00029591,DOUGLAS AVE & CHALKSTONE AVE,04/01/2019 09:33:00 PM,4,2019,Traffic Violation,31-27-2.3,Refusal to Submit to a Preliminary Breath Test,1,JLopes
2019-00029591,DOUGLAS AVE & CHALKSTONE AVE,04/01/2019 09:33:00 PM,4,2019,DUI,31-27-2.1,Chemical Test Refusal,1,JLopes
2019-00029583,SUTTON ST & SPRUCE ST,04/01/2019 09:02:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JFonseca
2019-00029578,9 HARRIET ST,04/01/2019 08:33:00 PM,4,2019,Medical Aid,Not Used,No violations,0,AFrancis
2019-00029574,81 WASHINGTON AVE,04/01/2019 08:32:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029570,171 ATWELLS AVE,04/01/2019 08:18:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JFonseca
2019-00029561,SMITH/RUGGLES ,04/01/2019 08:01:00 PM,4,2019,Traffic Violation,31-3-18,Display of Plates Penalties,1,JLopes
2019-00029561,SMITH/RUGGLES ,04/01/2019 08:01:00 PM,4,2019,Traffic Violation,31-11-12,Operating Under Foreign License During Suspension,1,JLopes
2019-00029561,SMITH/RUGGLES ,04/01/2019 08:01:00 PM,4,2019,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,JLopes
2019-00029560,268 SAYLES ST,04/01/2019 07:37:00 PM,4,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,NManfredi
2019-00029549,362 NIAGARA ST,04/01/2019 07:09:00 PM,4,2019,Burglary,11-8-1,BURGLARY,1,ALevesque
2019-00029542,N  MAIN ST & ANN MARY DR,04/01/2019 06:55:45 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MGammino
2019-00500505,75 WILLOW ST,04/01/2019 06:48:11 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCute
2019-00029540,190 PLAINFIELD ST,04/01/2019 06:43:00 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2019-00029531,163 OAKLAND AVE,04/01/2019 06:26:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00029526,127 MATHEWSON ST,04/01/2019 06:11:00 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,GKue
2019-00029523,135 BENEDICT ST,04/01/2019 05:56:00 PM,4,2019,Assistance Rendered,Not Used,No violations,0,LPelaez
2019-00029520,60 EVERGREEN ST,04/01/2019 05:31:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MGammino
2019-00029512,51 SILVER SPRING ST,04/01/2019 05:29:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,SMarmas
2019-00029511,52 APPLETON ST,04/01/2019 05:25:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00029506,1 PROVIDENCE PL,04/01/2019 05:17:00 PM,4,2019,"Fraud, Swindle",19-9-29,BANK FRAUD,1,GValletta
2019-00029506,1 PROVIDENCE PL,04/01/2019 05:17:00 PM,4,2019,"Larceny, Pickpocketing",11-41-7,LARCENY FROM THE PERSON - POCKET PICKING,1,GValletta
2019-00029501,1245 N  MAIN ST,04/01/2019 04:59:46 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MGammino
2019-00029502,120 SPRUCE ST,04/01/2019 04:58:00 PM,4,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,VLopez
2019-00029500,161 CARR ST,04/01/2019 04:49:39 PM,4,2019,Request for Assistance,Not Used,No violations,0,JCotugno
2019-00029493,1067 ELMWOOD AVE,04/01/2019 04:41:38 PM,4,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JCotugno
2019-00029489,332 VALLEY ST,04/01/2019 04:35:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00029487,24 TAPPAN ST,04/01/2019 04:30:00 PM,4,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00029482,18 IMPERIAL PL,04/01/2019 04:21:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station
2019-00029476,BROAD ST & SOMERSET ST,04/01/2019 04:11:00 PM,4,2019,Municipal Code Violation,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,JLeone
2019-00029474,352 THURBERS AVE,04/01/2019 04:09:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NManfredi
2019-00029463,BROAD ST & PEARL ST,04/01/2019 03:32:00 PM,4,2019,Municipal Code Violation,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,JLeone
2019-00029459,35 BERNARD ST,04/01/2019 03:18:53 PM,4,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,JCotugno
2019-00029458,663 ADMIRAL ST,04/01/2019 03:16:39 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JSalmeron
2019-00029455,21 MARCH ST,04/01/2019 03:13:00 PM,4,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2019-00029452,135 DODGE ST,04/01/2019 03:11:00 PM,4,2019,Request for Assistance,Not Used,No violations,0,Central Station
2019-00029446,153 WENDELL ST,04/01/2019 02:43:00 PM,4,2019,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,VLopez
2019-00029444,627 CRANSTON ST,04/01/2019 02:33:00 PM,4,2019,Medical Aid,Not Used,No violations,0,LPelaez
2019-00029437,25 DORRANCE ST,04/01/2019 02:15:00 PM,4,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,JIannucci
2019-00029441,1 PROVIDENCE PL,04/01/2019 02:08:34 PM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JHenderson
2019-00029435,850 MANTON AVE,04/01/2019 02:02:00 PM,4,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JO
2019-00029428,30 FIELDS PT ,04/01/2019 01:54:12 PM,4,2019,Building Fire,Not Used,No violations,0,TRichards
2019-00029423,23 PRISCILLA AVE,04/01/2019 01:39:00 PM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JAndrade
2019-00029423,23 PRISCILLA AVE,04/01/2019 01:39:00 PM,4,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JAndrade
2019-00029417,400 RESERVOIR AVE,04/01/2019 01:21:25 PM,4,2019,"Fraud, Swindle",19-9-29,BANK FRAUD,1,ADeschamps
2019-00029412,TELL ST & ALMY ST,04/01/2019 01:21:00 PM,4,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00029407,1880 WESTMINSTER ST,04/01/2019 01:07:00 PM,4,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00029409,122 LABAN ST,04/01/2019 01:02:00 PM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JAndrade
2019-00029392,278 THURBERS AVE,04/01/2019 12:21:00 PM,4,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,ECuri
2019-00029392,278 THURBERS AVE,04/01/2019 12:21:00 PM,4,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,ECuri
2019-00029392,278 THURBERS AVE,04/01/2019 12:21:00 PM,4,2019,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,ECuri
2019-00029382,9 WHELAN RD,04/01/2019 11:31:00 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station
2019-00029380,344 WASHINGTON ST,04/01/2019 11:19:00 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LFernandez
2019-00029369,325 WASHINGTON ST,04/01/2019 10:30:00 AM,4,2019,RI Statute Violation,12-7-11,FAILURE TO APPEAR/ANSWER SUMMONS,1,APerez
2019-00029364,282 HARTFORD AVE,04/01/2019 09:57:00 AM,4,2019,Assistance Rendered,Not Used,No violations,0,JAndrade
2019-00029359,159 BRIDGHAM ST,04/01/2019 09:36:00 AM,4,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,LFernandez
2019-00029351,1515 BROAD ST,04/01/2019 09:00:17 AM,4,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,KWigginton
2019-00029342,26 WOODMONT ST,04/01/2019 08:15:40 AM,4,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADeschamps
2019-00029324,48 ANDY ST,04/01/2019 04:46:00 AM,4,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,RJoseph
